paid_only,frequency,progress,stat.question_id,stat.question__article__slug,title,slug,is_hidden,total_accepted,total_submissions,id,stat.is_new_question,difficulty.level,ProblemDescription,num_solutions,num_likes,Python_Declaration,Python_Solutions
False,0,0,1430,,Find the K-Beauty of a Number,find-the-k-beauty-of-a-number,False,34880,60443,2269,False,1,"Can you solve this real interview question? Find the K-Beauty of a Number - The k-beauty of an integer num is defined as the number of substrings of num when it is read as a string that meet the following conditions:

 * It has a length of k.
 * It is a divisor of num.

Given integers num and k, return the k-beauty of num.

Note:

 * Leading zeros are allowed.
 * 0 is not a divisor of any value.

A substring is a contiguous sequence of characters in a string.

 

Example 1:


Input: num = 240, k = 2
Output: 2
Explanation: The following are the substrings of num of length k:
- ""24"" from ""240"": 24 is a divisor of 240.
- ""40"" from ""240"": 40 is a divisor of 240.
Therefore, the k-beauty is 2.


Example 2:


Input: num = 430043, k = 2
Output: 2
Explanation: The following are the substrings of num of length k:
- ""43"" from ""430043"": 43 is a divisor of 430043.
- ""30"" from ""430043"": 30 is not a divisor of 430043.
- ""00"" from ""430043"": 0 is not a divisor of 430043.
- ""04"" from ""430043"": 4 is not a divisor of 430043.
- ""43"" from ""430043"": 43 is a divisor of 430043.
Therefore, the k-beauty is 2.


 

Constraints:

 * 1 <= num <= 109
 * 1 <= k <= num.length (taking num as a string)",Solutions (769),453,"# Created by asetti2002 at 2024/04/17 02:12
# leetgo: 1.4.3
# https://leetcode.com/problems/find-the-k-beauty-of-a-number/

from typing import *
from leetgo_py import *

# @lc code=begin

class Solution:
    def divisorSubstrings(self, num: int, k: int) -> int:
        

# @lc code=end

if __name__ == ""__main__"":
    num: int = deserialize(""int"", read_line())
    k: int = deserialize(""int"", read_line())
    ans = Solution().divisorSubstrings(num, k)
    print(""\noutput:"", serialize(ans, ""integer""))
","class Solution:
    def divisorSubstrings(self, num: int, k: int) -> int:
        def is_divisor(n, substring):
            if int(substring) == 0:
                return False
            return n % int(substring) == 0
        
        num_str = str(num)
        count = 0
        for i in range(len(num_str) - k + 1):
            substring = num_str[i:i + k]
            if is_divisor(num, substring):
                count += 1
        
        return count"
False,0,0,1431,,All Ancestors of a Node in a Directed Acyclic Graph,all-ancestors-of-a-node-in-a-directed-acyclic-graph,False,22920,45186,2192,False,2,"Can you solve this real interview question? All Ancestors of a Node in a Directed Acyclic Graph - You are given a positive integer n representing the number of nodes of a Directed Acyclic Graph (DAG). The nodes are numbered from 0 to n - 1 (inclusive).

You are also given a 2D integer array edges, where edges[i] = [fromi, toi] denotes that there is a unidirectional edge from fromi to toi in the graph.

Return a list answer, where answer[i] is the list of ancestors of the ith node, sorted in ascending order.

A node u is an ancestor of another node v if u can reach v via a set of edges.

 

Example 1:

[https://assets.leetcode.com/uploads/2019/12/12/e1.png]


Input: n = 8, edgeList = [[0,3],[0,4],[1,3],[2,4],[2,7],[3,5],[3,6],[3,7],[4,6]]
Output: [[],[],[],[0,1],[0,2],[0,1,3],[0,1,2,3,4],[0,1,2,3]]
Explanation:
The above diagram represents the input graph.
- Nodes 0, 1, and 2 do not have any ancestors.
- Node 3 has two ancestors 0 and 1.
- Node 4 has two ancestors 0 and 2.
- Node 5 has three ancestors 0, 1, and 3.
- Node 6 has five ancestors 0, 1, 2, 3, and 4.
- Node 7 has four ancestors 0, 1, 2, and 3.


Example 2:

[https://assets.leetcode.com/uploads/2019/12/12/e2.png]


Input: n = 5, edgeList = [[0,1],[0,2],[0,3],[0,4],[1,2],[1,3],[1,4],[2,3],[2,4],[3,4]]
Output: [[],[0],[0,1],[0,1,2],[0,1,2,3]]
Explanation:
The above diagram represents the input graph.
- Node 0 does not have any ancestor.
- Node 1 has one ancestor 0.
- Node 2 has two ancestors 0 and 1.
- Node 3 has three ancestors 0, 1, and 2.
- Node 4 has four ancestors 0, 1, 2, and 3.


 

Constraints:

 * 1 <= n <= 1000
 * 0 <= edges.length <= min(2000, n * (n - 1) / 2)
 * edges[i].length == 2
 * 0 <= fromi, toi <= n - 1
 * fromi != toi
 * There are no duplicate edges.
 * The graph is directed and acyclic.",Solutions (423),788,"# Created by asetti2002 at 2024/04/17 02:12
# leetgo: 1.4.3
# https://leetcode.com/problems/all-ancestors-of-a-node-in-a-directed-acyclic-graph/

from typing import *
from leetgo_py import *

# @lc code=begin

class Solution:
    def getAncestors(self, n: int, edges: List[List[int]]) -> List[List[int]]:
        

# @lc code=end

if __name__ == ""__main__"":
    n: int = deserialize(""int"", read_line())
    edges: List[List[int]] = deserialize(""List[List[int]]"", read_line())
    ans = Solution().getAncestors(n, edges)
    print(""\noutput:"", serialize(ans, ""integer[][]""))
","class Solution:
    def getAncestors(self, n: int, edges: List[List[int]]) -> List[List[int]]:
        graph = defaultdict(set)
        for edge in edges:
            graph[edge[1]].add(edge[0])
        
        def dfs(node):
            result = set()
            stack = [node]
            while stack:
                current = stack.pop()
                for parent in graph[current]:
                    result.add(parent)
                    stack.append(parent)
            return sorted(list(result))
        
        return [dfs(i) for i in range(n)]"
False,0,0,1434,,Decrypt String from Alphabet to Integer Mapping,decrypt-string-from-alphabet-to-integer-mapping,False,105193,131952,1309,False,1,"Can you solve this real interview question? Decrypt String from Alphabet to Integer Mapping - You are given a string s formed by digits and '#'. We want to map s to English lowercase characters as follows:

 * Characters ('a' to 'i') are represented by ('1' to '9') respectively.
 * Characters ('j' to 'z') are represented by ('10#' to '26#') respectively.

Return the string formed after mapping.

The test cases are generated so that a unique mapping will always exist.

 

Example 1:


Input: s = ""10#11#12""
Output: ""jkab""
Explanation: ""j"" -> ""10#"" , ""k"" -> ""11#"" , ""a"" -> ""1"" , ""b"" -> ""2"".


Example 2:


Input: s = ""1326#""
Output: ""acz""


 

Constraints:

 * 1 <= s.length <= 1000
 * s consists of digits and the '#' letter.
 * s will be a valid string such that mapping is always possible.",Solutions (1.9K),1.3K,"# Created by asetti2002 at 2024/04/17 02:12
# leetgo: 1.4.3
# https://leetcode.com/problems/decrypt-string-from-alphabet-to-integer-mapping/

from typing import *
from leetgo_py import *

# @lc code=begin

class Solution:
    def freqAlphabets(self, s: str) -> str:
        

# @lc code=end

if __name__ == ""__main__"":
    s: str = deserialize(""str"", read_line())
    ans = Solution().freqAlphabets(s)
    print(""\noutput:"", serialize(ans, ""string""))
","class Solution:
    def freqAlphabets(self, s: str) -> str:
        decoded = """"
        i = len(s) - 1
        
        while i >= 0:
            if s[i] == '#':
                num = int(s[i-2:i])
                decoded = chr(num + 96) + decoded
                i -= 3
            else:
                num = int(s[i])
                decoded = chr(num + 96) + decoded
                i -= 1
        
        return decoded"
False,0,0,1435,,XOR Queries of a Subarray,xor-queries-of-a-subarray,False,46574,64435,1310,False,2,"Can you solve this real interview question? XOR Queries of a Subarray - You are given an array arr of positive integers. You are also given the array queries where queries[i] = [lefti, righti].

For each query i compute the XOR of elements from lefti to righti (that is, arr[lefti] XOR arr[lefti + 1] XOR ... XOR arr[righti] ).

Return an array answer where answer[i] is the answer to the ith query.

 

Example 1:


Input: arr = [1,3,4,8], queries = [[0,1],[1,2],[0,3],[3,3]]
Output: [2,7,14,8] 
Explanation: 
The binary representation of the elements in the array are:
1 = 0001 
3 = 0011 
4 = 0100 
8 = 1000 
The XOR values for queries are:
[0,1] = 1 xor 3 = 2 
[1,2] = 3 xor 4 = 7 
[0,3] = 1 xor 3 xor 4 xor 8 = 14 
[3,3] = 8


Example 2:


Input: arr = [4,8,2,10], queries = [[2,3],[1,3],[0,0],[0,3]]
Output: [8,0,4,4]


 

Constraints:

 * 1 <= arr.length, queries.length <= 3 * 104
 * 1 <= arr[i] <= 109
 * queries[i].length == 2
 * 0 <= lefti <= righti < arr.length",Solutions (658),1.3K,"# Created by asetti2002 at 2024/04/17 02:12
# leetgo: 1.4.3
# https://leetcode.com/problems/xor-queries-of-a-subarray/

from typing import *
from leetgo_py import *

# @lc code=begin

class Solution:
    def xorQueries(self, arr: List[int], queries: List[List[int]]) -> List[int]:
        

# @lc code=end

if __name__ == ""__main__"":
    arr: List[int] = deserialize(""List[int]"", read_line())
    queries: List[List[int]] = deserialize(""List[List[int]]"", read_line())
    ans = Solution().xorQueries(arr, queries)
    print(""\noutput:"", serialize(ans, ""integer[]""))
","class Solution:
    def xorQueries(self, arr: List[int], queries: List[List[int]]) -> List[int]:
        xor_values = []
        for query in queries:
            left = query[0]
            right = query[1]
            xor_val = arr[left]
            for i in range(left+1, right+1):
                xor_val ^= arr[i]
            xor_values.append(xor_val)
        return xor_values"
False,0,0,1436,,Get Watched Videos by Your Friends,get-watched-videos-by-your-friends,False,18053,39305,1311,False,2,"Can you solve this real interview question? Get Watched Videos by Your Friends - There are n people, each person has a unique id between 0 and n-1. Given the arrays watchedVideos and friends, where watchedVideos[i] and friends[i] contain the list of watched videos and the list of friends respectively for the person with id = i.

Level 1 of videos are all watched videos by your friends, level 2 of videos are all watched videos by the friends of your friends and so on. In general, the level k of videos are all watched videos by people with the shortest path exactly equal to k with you. Given your id and the level of videos, return the list of videos ordered by their frequencies (increasing). For videos with the same frequency order them alphabetically from least to greatest. 

 

Example 1:

[https://assets.leetcode.com/uploads/2020/01/02/leetcode_friends_1.png]


Input: watchedVideos = [[""A"",""B""],[""C""],[""B"",""C""],[""D""]], friends = [[1,2],[0,3],[0,3],[1,2]], id = 0, level = 1
Output: [""B"",""C""] 
Explanation: 
You have id = 0 (green color in the figure) and your friends are (yellow color in the figure):
Person with id = 1 -> watchedVideos = [""C""] 
Person with id = 2 -> watchedVideos = [""B"",""C""] 
The frequencies of watchedVideos by your friends are: 
B -> 1 
C -> 2


Example 2:

[https://assets.leetcode.com/uploads/2020/01/02/leetcode_friends_2.png]


Input: watchedVideos = [[""A"",""B""],[""C""],[""B"",""C""],[""D""]], friends = [[1,2],[0,3],[0,3],[1,2]], id = 0, level = 2
Output: [""D""]
Explanation: 
You have id = 0 (green color in the figure) and the only friend of your friends is the person with id = 3 (yellow color in the figure).


 

Constraints:

 * n == watchedVideos.length == friends.length
 * 2 <= n <= 100
 * 1 <= watchedVideos[i].length <= 100
 * 1 <= watchedVideos[i][j].length <= 8
 * 0 <= friends[i].length < n
 * 0 <= friends[i][j] < n
 * 0 <= id < n
 * 1 <= level < n
 * if friends[i] contains j, then friends[j] contains i",Solutions (270),289,"# Created by asetti2002 at 2024/04/17 02:12
# leetgo: 1.4.3
# https://leetcode.com/problems/get-watched-videos-by-your-friends/

from typing import *
from leetgo_py import *

# @lc code=begin

class Solution:
    def watchedVideosByFriends(self, watchedVideos: List[List[str]], friends: List[List[int]], id: int, level: int) -> List[str]:
        

# @lc code=end

if __name__ == ""__main__"":
    watchedVideos: List[List[str]] = deserialize(""List[List[str]]"", read_line())
    friends: List[List[int]] = deserialize(""List[List[int]]"", read_line())
    id: int = deserialize(""int"", read_line())
    level: int = deserialize(""int"", read_line())
    ans = Solution().watchedVideosByFriends(watchedVideos, friends, id, level)
    print(""\noutput:"", serialize(ans, ""string[]""))
","class Solution:
    def watchedVideosByFriends(self, watchedVideos: List[List[str]], friends: List[List[int]], id: int, level: int) -> List[str]:
        import collections
        q = collections.deque([(id, 0)])
        visited = {id}
        friends_set = set(friends[id])
        while q:
            cur, l = q.popleft()
            if l == level:
                cnt = collections.Counter([v for f in friends_set for v in watchedVideos[f]])
                return sorted(cnt.keys(), key=lambda x: (cnt[x], x))
            for f in friends[cur]:
                if f not in visited:
                    visited.add(f)
                    q.append((f, l + 1))
                    friends_set.update(friends[f])
        return []"
False,0,0,1437,minimum-insertion-steps-to-make-a-string-palindrome,Minimum Insertion Steps to Make a String Palindrome,minimum-insertion-steps-to-make-a-string-palindrome,False,75057,113507,1312,False,3,"Can you solve this real interview question? Minimum Insertion Steps to Make a String Palindrome - Given a string s. In one step you can insert any character at any index of the string.

Return the minimum number of steps to make s palindrome.

A Palindrome String is one that reads the same backward as well as forward.

 

Example 1:


Input: s = ""zzazz""
Output: 0
Explanation: The string ""zzazz"" is already palindrome we do not need any insertions.


Example 2:


Input: s = ""mbadm""
Output: 2
Explanation: String can be ""mbdadbm"" or ""mdbabdm"".


Example 3:


Input: s = ""leetcode""
Output: 5
Explanation: Inserting 5 characters the string becomes ""leetcodocteel"".


 

Constraints:

 * 1 <= s.length <= 500
 * s consists of lowercase English letters.",Solutions (1.2K),3K,"# Created by asetti2002 at 2024/04/17 02:12
# leetgo: 1.4.3
# https://leetcode.com/problems/minimum-insertion-steps-to-make-a-string-palindrome/

from typing import *
from leetgo_py import *

# @lc code=begin

class Solution:
    def minInsertions(self, s: str) -> int:
        

# @lc code=end

if __name__ == ""__main__"":
    s: str = deserialize(""str"", read_line())
    ans = Solution().minInsertions(s)
    print(""\noutput:"", serialize(ans, ""integer""))
","class Solution:
    def minInsertions(self, s: str) -> int:
        n = len(s)
        dp = [[0] * n for _ in range(n)]
        
        for gap in range(1, n):
            left = 0
            for right in range(gap, n):
                if s[left] == s[right]:
                    dp[left][right] = dp[left+1][right-1]
                else:
                    dp[left][right] = min(dp[left+1][right], dp[left][right-1]) + 1
                left += 1
        
        return dp[0][n-1]"
False,0,0,1440,,Convert Integer to the Sum of Two No-Zero Integers,convert-integer-to-the-sum-of-two-no-zero-integers,False,36848,66457,1317,False,1,"Can you solve this real interview question? Convert Integer to the Sum of Two No-Zero Integers - No-Zero integer is a positive integer that does not contain any 0 in its decimal representation.

Given an integer n, return a list of two integers [a, b] where:

 * a and b are No-Zero integers.
 * a + b = n

The test cases are generated so that there is at least one valid solution. If there are many valid solutions, you can return any of them.

 

Example 1:


Input: n = 2
Output: [1,1]
Explanation: Let a = 1 and b = 1.
Both a and b are no-zero integers, and a + b = 2 = n.


Example 2:


Input: n = 11
Output: [2,9]
Explanation: Let a = 2 and b = 9.
Both a and b are no-zero integers, and a + b = 9 = n.
Note that there are other valid answers as [8, 3] that can be accepted.


 

Constraints:

 * 2 <= n <= 104",Solutions (639),337,"# Created by asetti2002 at 2024/04/17 02:12
# leetgo: 1.4.3
# https://leetcode.com/problems/convert-integer-to-the-sum-of-two-no-zero-integers/

from typing import *
from leetgo_py import *

# @lc code=begin

class Solution:
    def getNoZeroIntegers(self, n: int) -> List[int]:
        

# @lc code=end

if __name__ == ""__main__"":
    n: int = deserialize(""int"", read_line())
    ans = Solution().getNoZeroIntegers(n)
    print(""\noutput:"", serialize(ans, ""integer[]""))
","class Solution:
    def getNoZeroIntegers(self, n: int) -> List[int]:
        for i in range(1, n):
            if '0' not in str(i) and '0' not in str(n-i):
                return [i, n-i]"
False,0,0,1441,,Minimum Flips to Make a OR b Equal to c,minimum-flips-to-make-a-or-b-equal-to-c,False,29539,44775,1318,False,2,"Can you solve this real interview question? Minimum Flips to Make a OR b Equal to c - Given 3 positives numbers a, b and c. Return the minimum flips required in some bits of a and b to make ( a OR b == c ). (bitwise OR operation).
Flip operation consists of change any single bit 1 to 0 or change the bit 0 to 1 in their binary representation.

 

Example 1:

[https://assets.leetcode.com/uploads/2020/01/06/sample_3_1676.png]


Input: a = 2, b = 6, c = 5
Output: 3
Explanation: After flips a = 1 , b = 4 , c = 5 such that (a OR b == c)

Example 2:


Input: a = 4, b = 2, c = 7
Output: 1


Example 3:


Input: a = 1, b = 2, c = 3
Output: 0


 

Constraints:

 * 1 <= a <= 10^9
 * 1 <= b <= 10^9
 * 1 <= c <= 10^9",Solutions (649),607,"# Created by asetti2002 at 2024/04/17 02:12
# leetgo: 1.4.3
# https://leetcode.com/problems/minimum-flips-to-make-a-or-b-equal-to-c/

from typing import *
from leetgo_py import *

# @lc code=begin

class Solution:
    def minFlips(self, a: int, b: int, c: int) -> int:
        

# @lc code=end

if __name__ == ""__main__"":
    a: int = deserialize(""int"", read_line())
    b: int = deserialize(""int"", read_line())
    c: int = deserialize(""int"", read_line())
    ans = Solution().minFlips(a, b, c)
    print(""\noutput:"", serialize(ans, ""integer""))
","class Solution:
    def minFlips(self, a: int, b: int, c: int) -> int:
        return bin((a | b) ^ c).count('1') + bin(c).count('1') - bin(a).count('1') - bin(b).count('1')"
False,0,0,1442,number-of-operations-to-make-network-connected,Number of Operations to Make Network Connected,number-of-operations-to-make-network-connected,False,116360,197450,1319,False,2,"Can you solve this real interview question? Number of Operations to Make Network Connected - There are n computers numbered from 0 to n - 1 connected by ethernet cables connections forming a network where connections[i] = [ai, bi] represents a connection between computers ai and bi. Any computer can reach any other computer directly or indirectly through the network.

You are given an initial computer network connections. You can extract certain cables between two directly connected computers, and place them between any pair of disconnected computers to make them directly connected.

Return the minimum number of times you need to do this in order to make all the computers connected. If it is not possible, return -1.

 

Example 1:

[https://assets.leetcode.com/uploads/2020/01/02/sample_1_1677.png]


Input: n = 4, connections = [[0,1],[0,2],[1,2]]
Output: 1
Explanation: Remove cable between computer 1 and 2 and place between computers 1 and 3.


Example 2:

[https://assets.leetcode.com/uploads/2020/01/02/sample_2_1677.png]


Input: n = 6, connections = [[0,1],[0,2],[0,3],[1,2],[1,3]]
Output: 2


Example 3:


Input: n = 6, connections = [[0,1],[0,2],[0,3],[1,2]]
Output: -1
Explanation: There are not enough cables.


 

Constraints:

 * 1 <= n <= 105
 * 1 <= connections.length <= min(n * (n - 1) / 2, 105)
 * connections[i].length == 2
 * 0 <= ai, bi < n
 * ai != bi
 * There are no repeated connections.
 * No two computers are connected by more than one cable.",Solutions (2K),4.2K,"# Created by asetti2002 at 2024/04/17 02:12
# leetgo: 1.4.3
# https://leetcode.com/problems/number-of-operations-to-make-network-connected/

from typing import *
from leetgo_py import *

# @lc code=begin

class Solution:
    def makeConnected(self, n: int, connections: List[List[int]]) -> int:
        

# @lc code=end

if __name__ == ""__main__"":
    n: int = deserialize(""int"", read_line())
    connections: List[List[int]] = deserialize(""List[List[int]]"", read_line())
    ans = Solution().makeConnected(n, connections)
    print(""\noutput:"", serialize(ans, ""integer""))
","class Solution:
    def makeConnected(self, n: int, connections: List[List[int]]) -> int:
        def find(x):
            if parent[x] != x:
                parent[x] = find(parent[x])
            return parent[x]
        
        def union(x, y):
            root_x, root_y = find(x), find(y)
            if rank[root_x] < rank[root_y]:
                parent[root_x] = root_y
            else:
                parent[root_y] = root_x
                if rank[root_x] == rank[root_y]:
                    rank[root_x] += 1
        
        parent = list(range(n))
        rank = [0] * n
        cables = 0
        
        for connection in connections:
            x, y = connection
            if find(x) != find(y):
                union(x, y)
            else:
                cables += 1
        
        sets = len(set(find(x) for x in range(n))) - cables
        return sets - 1 if cables >= sets else -1"
False,0,0,1443,,Minimum Distance to Type a Word Using Two Fingers,minimum-distance-to-type-a-word-using-two-fingers,False,27495,46197,1320,False,3,"Can you solve this real interview question? Minimum Distance to Type a Word Using Two Fingers - [https://assets.leetcode.com/uploads/2020/01/02/leetcode_keyboard.png]

You have a keyboard layout as shown above in the X-Y plane, where each English uppercase letter is located at some coordinate.

 * For example, the letter 'A' is located at coordinate (0, 0), the letter 'B' is located at coordinate (0, 1), the letter 'P' is located at coordinate (2, 3) and the letter 'Z' is located at coordinate (4, 1).

Given the string word, return the minimum total distance to type such string using only two fingers.

The distance between coordinates (x1, y1) and (x2, y2) is |x1 - x2| + |y1 - y2|.

Note that the initial positions of your two fingers are considered free so do not count towards your total distance, also your two fingers do not have to start at the first letter or the first two letters.

 

Example 1:


Input: word = ""CAKE""
Output: 3
Explanation: Using two fingers, one optimal way to type ""CAKE"" is: 
Finger 1 on letter 'C' -> cost = 0 
Finger 1 on letter 'A' -> cost = Distance from letter 'C' to letter 'A' = 2 
Finger 2 on letter 'K' -> cost = 0 
Finger 2 on letter 'E' -> cost = Distance from letter 'K' to letter 'E' = 1 
Total distance = 3


Example 2:


Input: word = ""HAPPY""
Output: 6
Explanation: Using two fingers, one optimal way to type ""HAPPY"" is:
Finger 1 on letter 'H' -> cost = 0
Finger 1 on letter 'A' -> cost = Distance from letter 'H' to letter 'A' = 2
Finger 2 on letter 'P' -> cost = 0
Finger 2 on letter 'P' -> cost = Distance from letter 'P' to letter 'P' = 0
Finger 1 on letter 'Y' -> cost = Distance from letter 'A' to letter 'Y' = 4
Total distance = 6


 

Constraints:

 * 2 <= word.length <= 300
 * word consists of uppercase English letters.",Solutions (290),916,"# Created by asetti2002 at 2024/04/17 02:12
# leetgo: 1.4.3
# https://leetcode.com/problems/minimum-distance-to-type-a-word-using-two-fingers/

from typing import *
from leetgo_py import *

# @lc code=begin

class Solution:
    def minimumDistance(self, word: str) -> int:
        

# @lc code=end

if __name__ == ""__main__"":
    word: str = deserialize(""str"", read_line())
    ans = Solution().minimumDistance(word)
    print(""\noutput:"", serialize(ans, ""integer""))
","class Solution:
    def minimumDistance(self, word: str) -> int:
        # Your code here."
False,0,0,1444,number-of-steps-to-reduce-a-number-to-zero,Number of Steps to Reduce a Number to Zero,number-of-steps-to-reduce-a-number-to-zero,False,485896,570505,1342,False,1,"Can you solve this real interview question? Number of Steps to Reduce a Number to Zero - Given an integer num, return the number of steps to reduce it to zero.

In one step, if the current number is even, you have to divide it by 2, otherwise, you have to subtract 1 from it.

 

Example 1:


Input: num = 14
Output: 6
Explanation: 
Step 1) 14 is even; divide by 2 and obtain 7. 
Step 2) 7 is odd; subtract 1 and obtain 6.
Step 3) 6 is even; divide by 2 and obtain 3. 
Step 4) 3 is odd; subtract 1 and obtain 2. 
Step 5) 2 is even; divide by 2 and obtain 1. 
Step 6) 1 is odd; subtract 1 and obtain 0.


Example 2:


Input: num = 8
Output: 4
Explanation: 
Step 1) 8 is even; divide by 2 and obtain 4. 
Step 2) 4 is even; divide by 2 and obtain 2. 
Step 3) 2 is even; divide by 2 and obtain 1. 
Step 4) 1 is odd; subtract 1 and obtain 0.


Example 3:


Input: num = 123
Output: 12


 

Constraints:

 * 0 <= num <= 106",Solutions (4.8K),3.3K,"# Created by asetti2002 at 2024/04/17 02:12
# leetgo: 1.4.3
# https://leetcode.com/problems/number-of-steps-to-reduce-a-number-to-zero/

from typing import *
from leetgo_py import *

# @lc code=begin

class Solution:
    def numberOfSteps(self, num: int) -> int:
        

# @lc code=end

if __name__ == ""__main__"":
    num: int = deserialize(""int"", read_line())
    ans = Solution().numberOfSteps(num)
    print(""\noutput:"", serialize(ans, ""integer""))
","class Solution:
    def numberOfSteps(self, num: int) -> int:
        steps = 0
        while num != 0:
            if num % 2 == 0:
                num /= 2
            else:
                num -= 1
            steps += 1
        return steps"
False,0,0,1445,,Number of Sub-arrays of Size K and Average Greater than or Equal to Threshold,number-of-sub-arrays-of-size-k-and-average-greater-than-or-equal-to-threshold,False,53755,79496,1343,False,2,"Can you solve this real interview question? Number of Sub-arrays of Size K and Average Greater than or Equal to Threshold - Given an array of integers arr and two integers k and threshold, return the number of sub-arrays of size k and average greater than or equal to threshold.

 

Example 1:


Input: arr = [2,2,2,2,5,5,5,8], k = 3, threshold = 4
Output: 3
Explanation: Sub-arrays [2,5,5],[5,5,5] and [5,5,8] have averages 4, 5 and 6 respectively. All other sub-arrays of size 3 have averages less than 4 (the threshold).


Example 2:


Input: arr = [11,13,17,23,29,31,7,5,2,3], k = 3, threshold = 5
Output: 6
Explanation: The first 6 sub-arrays of size 3 have averages greater than 5. Note that averages are not integers.


 

Constraints:

 * 1 <= arr.length <= 105
 * 1 <= arr[i] <= 104
 * 1 <= k <= arr.length
 * 0 <= threshold <= 104",Solutions (992),1.1K,"# Created by asetti2002 at 2024/04/17 02:12
# leetgo: 1.4.3
# https://leetcode.com/problems/number-of-sub-arrays-of-size-k-and-average-greater-than-or-equal-to-threshold/

from typing import *
from leetgo_py import *

# @lc code=begin

class Solution:
    def numOfSubarrays(self, arr: List[int], k: int, threshold: int) -> int:
        

# @lc code=end

if __name__ == ""__main__"":
    arr: List[int] = deserialize(""List[int]"", read_line())
    k: int = deserialize(""int"", read_line())
    threshold: int = deserialize(""int"", read_line())
    ans = Solution().numOfSubarrays(arr, k, threshold)
    print(""\noutput:"", serialize(ans, ""integer""))
","class Solution:
    def numOfSubarrays(self, arr: List[int], k: int, threshold: int) -> int:
        count = 0
        total = sum(arr[:k])
        if total / k >= threshold:
            count += 1
        
        for i in range(k, len(arr)):
            total += arr[i] - arr[i - k]
            if total / k >= threshold:
                count += 1
        
        return count"
False,0,0,1446,angle-between-hands-of-a-clock,Angle Between Hands of a Clock,angle-between-hands-of-a-clock,False,104823,165687,1344,False,2,"Can you solve this real interview question? Angle Between Hands of a Clock - Given two numbers, hour and minutes, return the smaller angle (in degrees) formed between the hour and the minute hand.

Answers within 10-5 of the actual value will be accepted as correct.

 

Example 1:

[https://assets.leetcode.com/uploads/2019/12/26/sample_1_1673.png]


Input: hour = 12, minutes = 30
Output: 165


Example 2:

[https://assets.leetcode.com/uploads/2019/12/26/sample_2_1673.png]


Input: hour = 3, minutes = 30
Output: 75


Example 3:

[https://assets.leetcode.com/uploads/2019/12/26/sample_3_1673.png]


Input: hour = 3, minutes = 15
Output: 7.5


 

Constraints:

 * 1 <= hour <= 12
 * 0 <= minutes <= 59",Solutions (1K),1.2K,"# Created by asetti2002 at 2024/04/17 02:12
# leetgo: 1.4.3
# https://leetcode.com/problems/angle-between-hands-of-a-clock/

from typing import *
from leetgo_py import *

# @lc code=begin

class Solution:
    def angleClock(self, hour: int, minutes: int) -> float:
        

# @lc code=end

if __name__ == ""__main__"":
    hour: int = deserialize(""int"", read_line())
    minutes: int = deserialize(""int"", read_line())
    ans = Solution().angleClock(hour, minutes)
    print(""\noutput:"", serialize(ans, ""double""))
","class Solution:
    def angleClock(self, hour: int, minutes: int) -> float:
        return min(abs(30 * hour - 5.5 * minutes), 360 - abs(30 * hour - 5.5 * minutes))"
False,0,0,1447,jump-game-iv,Jump Game IV,jump-game-iv,False,128438,273599,1345,False,3,"Can you solve this real interview question? Jump Game IV - Given an array of integers arr, you are initially positioned at the first index of the array.

In one step you can jump from index i to index:

 * i + 1 where: i + 1 < arr.length.
 * i - 1 where: i - 1 >= 0.
 * j where: arr[i] == arr[j] and i != j.

Return the minimum number of steps to reach the last index of the array.

Notice that you can not jump outside of the array at any time.

 

Example 1:


Input: arr = [100,-23,-23,404,100,23,23,23,3,404]
Output: 3
Explanation: You need three jumps from index 0 --> 4 --> 3 --> 9. Note that index 9 is the last index of the array.


Example 2:


Input: arr = [7]
Output: 0
Explanation: Start index is the last index. You do not need to jump.


Example 3:


Input: arr = [7,6,9,6,9,6,9,7]
Output: 1
Explanation: You can jump directly from index 0 to index 7 which is last index of the array.


 

Constraints:

 * 1 <= arr.length <= 5 * 104
 * -108 <= arr[i] <= 108",Solutions (975),3.4K,"# Created by asetti2002 at 2024/04/17 02:12
# leetgo: 1.4.3
# https://leetcode.com/problems/jump-game-iv/

from typing import *
from leetgo_py import *

# @lc code=begin

class Solution:
    def minJumps(self, arr: List[int]) -> int:
        

# @lc code=end

if __name__ == ""__main__"":
    arr: List[int] = deserialize(""List[int]"", read_line())
    ans = Solution().minJumps(arr)
    print(""\noutput:"", serialize(ans, ""integer""))
","class Solution:
    def minJumps(self, arr: List[int]) -> int:
        pass"
